Checkers,748,80.938865,108.5,35.220696
Punderdome,748,80.942878,108.5,35.218597
Dominion,748,80.943378,108.5,35.219753
Yahtzee,748,80.945237,108.75,35.217459
Sorry,748,80.942237,108.75,35.219685
Jenga,748,80.941771,108.75,35.218536
Monopoly,748,80.942623,108.75,35.217667
Risk,748,80.945002,108.75,35.217632
Pandemic,748,80.941878,108.75,35.218936
Talisman,748,80.940278,108.75,35.221105
Codenames,748,80.941771,108.75,35.218536
Clank,748,80.944593,108.75,35.21946
Blackjack,748,80.945636,108.75,35.219517
Roulette,748,80.942338,108.75,35.217533
Slots,748,80.942794,108.75,35.217922
Craps,748,80.945586,108.75,35.217494
Chess,748,80.945562,108.75,35.219876
Checkers,748,80.938865,108.75,35.220696
Punderdome,748,80.942878,108.75,35.218597
Dominion,748,80.943378,108.75,35.219753
Yahtzee,748,80.945237,109,35.217459
Sorry,748,80.942237,109,35.219685
Jenga,748,80.941771,109,35.218536
Monopoly,748,80.942623,109,35.217667
Risk,748,80.945002,109,35.217632
Pandemic,748,80.941878,109,35.218936
Talisman,748,80.940278,109,35.221105
Codenames,748,80.941771,109,35.218536
Clank,748,80.944593,109,35.21946
Poker,11110.412109,80.746208,109,34.883029
Blackjack,748,80.945636,109,35.219517
Roulette,748,80.942338,109,35.217533
Slots,748,80.942794,109,35.217922
Craps,748,80.945586,109,35.217494
Chess,748,80.945562,109,35.219876
Checkers,748,80.938865,109,35.220696
Punderdome,748,80.942878,109,35.218597
Dominion,748,80.943378,109,35.219753
Yahtzee,748,80.945237,109.25,35.217459
Sorry,748,80.942237,109.25,35.219685
Jenga,748,80.941771,109.25,35.218536
Monopoly,748,80.942623,109.25,35.217667
Risk,748,80.945002,109.25,35.217632
Pandemic,748,80.941878,109.25,35.218936
Talisman,748,80.940278,109.25,35.221105
Codenames,748,80.941771,109.25,35.218536
Clank,748,80.944593,109.25,35.21946
Blackjack,748,80.945636,109.25,35.219517
Roulette,748,80.942338,109.25,35.217533
Slots,748,80.942794,109.25,35.217922
Craps,748,80.945586,109.25,35.217494
Chess,748,80.945562,109.25,35.219876
Checkers,748,80.938865,109.25,35.220696
Punderdome,748,80.942878,109.25,35.218597
Dominion,748,80.943378,109.25,35.219753
Yahtzee,748,80.945237,109.5,35.217459
Sorry,748,80.942237,109.5,35.219685
Jenga,748,80.941771,109.5,35.218536
Monopoly,748,80.942623,109.5,35.217667
Risk,748,80.945002,109.5,35.217632
Pandemic,748,80.941878,109.5,35.218936
Talisman,748,80.940278,109.5,35.221105
Codenames,748,80.941771,109.5,35.218536
Clank,748,80.944593,109.5,35.21946
Blackjack,748,80.945636,109.5,35.219517
Roulette,748,80.942338,109.5,35.217533
Slots,748,80.942794,109.5,35.217922
Craps,748,80.945586,109.5,35.217494
Chess,748,80.945562,109.5,35.219876
Checkers,748,80.938865,109.5,35.220696
Punderdome,748,80.942878,109.5,35.218597
Dominion,748,80.943378,109.5,35.219753
Yahtzee,748,80.945237,109.75,35.217459
Sorry,748,80.942237,109.75,35.219685
Jenga,748,80.941771,109.75,35.218536
Monopoly,748,80.942623,109.75,35.217667
Risk,748,80.945002,109.75,35.217632
Pandemic,748,80.941878,109.75,35.218936
Talisman,748,80.940278,109.75,35.221105
Codenames,748,80.941771,109.75,35.218536
Clank,748,80.944593,109.75,35.21946
Blackjack,748,80.945636,109.75,35.219517
Roulette,748,80.942338,109.75,35.217533
Slots,748,80.942794,109.75,35.217922
Craps,748,80.945586,109.75,35.217494
Chess,748,80.945562,109.75,35.219876
Checkers,748,80.938865,109.75,35.220696
Punderdome,748,80.942878,109.75,35.218597
Dominion,748,80.943378,109.75,35.219753
Yahtzee,748,80.945237,110,35.217459
Sorry,748,80.942237,110,35.219685
Jenga,748,80.941771,110,35.218536
Monopoly,748,80.942623,110,35.217667
Risk,748,80.945002,110,35.217632
Pandemic,748,80.941878,110,35.218936
Talisman,748,80.940278,110,35.221105
Codenames,748,80.941771,110,35.218536
Clank,748,80.944593,110,35.21946
Blackjack,748,80.945636,110,35.219517
Roulette,748,80.942338,110,35.217533
Slots,748,80.942794,110,35.217922
Craps,748,80.945586,110,35.217494
Chess,748,80.945562,110,35.219876
Checkers,748,80.938865,110,35.220696
Go,13764.069336,80.981309,110,34.867063
Punderdome,748,80.942878,110,35.218597
Dominion,748,80.943378,110,35.219753
Yahtzee,748,80.945237,110.25,35.217459
Sorry,748,80.942237,110.25,35.219685
Jenga,748,80.941771,110.25,35.218536
Monopoly,748,80.942623,110.25,35.217667
Risk,748,80.945002,110.25,35.217632
Pandemic,748,80.941878,110.25,35.218936
Talisman,748,80.940278,110.25,35.221105
Codenames,748,80.941771,110.25,35.218536
Clank,748,80.944593,110.25,35.21946
Blackjack,748,80.945636,110.25,35.219517
Roulette,748,80.942338,110.25,35.217533
Slots,748,80.942794,110.25,35.217922
Craps,748,80.945586,110.25,35.217494
Chess,748,80.945562,110.25,35.219876
Checkers,748,80.938865,110.25,35.220696
Punderdome,748,80.942878,110.25,35.218597
Dominion,748,80.943378,110.25,35.219753
Yahtzee,748,80.945237,110.5,35.217459
Sorry,748,80.942237,110.5,35.219685
Jenga,748,80.941771,110.5,35.218536
Monopoly,748,80.942623,110.5,35.217667
Risk,748,80.945002,110.5,35.217632
Pandemic,748,80.941878,110.5,35.218936
Talisman,748,80.940278,110.5,35.221105
Codenames,748,80.941771,110.5,35.218536
Clank,748,80.944593,110.5,35.21946
Blackjack,748,80.945636,110.5,35.219517
Roulette,748,80.942338,110.5,35.217533
Slots,748,80.942794,110.5,35.217922
Craps,748,80.945586,110.5,35.217494
Chess,748,80.945562,110.5,35.219876
Checkers,748,80.938865,110.5,35.220696
Punderdome,748,80.942878,110.5,35.218597
Dominion,748,80.943378,110.5,35.219753
Yahtzee,748,80.945237,110.75,35.217459
Sorry,748,80.942237,110.75,35.219685
Jenga,748,80.941771,110.75,35.218536
Monopoly,748,80.942623,110.75,35.217667
Risk,748,80.945002,110.75,35.217632
Pandemic,748,80.941878,110.75,35.218936
Talisman,748,80.940278,110.75,35.221105
Codenames,748,80.941771,110.75,35.218536
Clank,748,80.944593,110.75,35.21946
Blackjack,748,80.945636,110.75,35.219517
Roulette,748,80.942338,110.75,35.217533
Slots,748,80.942794,110.75,35.217922
Craps,748,80.945586,110.75,35.217494
Chess,748,80.945562,110.75,35.219876
Checkers,748,80.938865,110.75,35.220696
Punderdome,748,80.942878,110.75,35.218597
Dominion,748,80.943378,110.75,35.219753
Yahtzee,748,80.945237,111,35.217459
Sorry,748,80.942237,111,35.219685
Jenga,748,80.941771,111,35.218536
Monopoly,748,80.942623,111,35.217667
Risk,748,80.945002,111,35.217632
Pandemic,748,80.941878,111,35.218936
Talisman,748,80.940278,111,35.221105
Codenames,748,80.941771,111,35.218536
Clank,748,80.944593,111,35.21946
Poker,11098.612305,80.748187,111,34.883513
Blackjack,748,80.945636,111,35.219517
Roulette,748,80.942338,111,35.217533
Slots,748,80.942794,111,35.217922
Craps,748,80.945586,111,35.217494
Chess,748,80.945562,111,35.219876
Checkers,748,80.938865,111,35.220696
Go,13714.570312,80.979779,111,34.868062
Punderdome,748,80.942878,111,35.218597
Dominion,748,80.943378,111,35.219753
Yahtzee,748,80.945237,111.25,35.217459
Sorry,748,80.942237,111.25,35.219685
Jenga,748,80.941771,111.25,35.218536
Monopoly,748,80.942623,111.25,35.217667
Risk,748,80.945002,111.25,35.217632
Pandemic,748,80.941878,111.25,35.218936
Talisman,748,80.940278,111.25,35.221105
Codenames,748,80.941771,111.25,35.218536
Clank,748,80.944593,111.25,35.21946
Blackjack,748,80.945636,111.25,35.219517
Roulette,748,80.942338,111.25,35.217533
Slots,748,80.942794,111.25,35.217922
Craps,748,80.945586,111.25,35.217494
Chess,748,80.945562,111.25,35.219876
Checkers,748,80.938865,111.25,35.220696
Punderdome,748,80.942878,111.25,35.218597
Dominion,748,80.943378,111.25,35.219753
Yahtzee,748,80.945237,111.75,35.217459
Sorry,748,80.942237,111.75,35.219685
Jenga,748,80.941771,111.75,35.218536
Monopoly,748,80.942623,111.75,35.217667
Risk,748,80.945002,111.75,35.217632
Pandemic,748,80.941878,111.75,35.218936
Talisman,748,80.940278,111.75,35.221105
Codenames,748,80.941771,111.75,35.218536
Clank,748,80.944593,111.75,35.21946
Blackjack,748,80.945636,111.75,35.219517
Roulette,748,80.942338,111.75,35.217533
Slots,748,80.942794,111.75,35.217922
Craps,748,80.945586,111.75,35.217494
Chess,748,80.945562,111.75,35.219876
Checkers,748,80.938865,111.75,35.220696
Punderdome,748,80.942878,111.75,35.218597
Dominion,748,80.943378,111.75,35.219753
Yahtzee,748,80.945237,112,35.217459
Sorry,748,80.942237,112,35.219685
Jenga,748,80.941771,112,35.218536
Monopoly,748,80.942623,112,35.217667
Risk,748,80.945002,112,35.217632
Pandemic,748,80.941878,112,35.218936
Talisman,748,80.940278,112,35.221105
Codenames,748,80.941771,112,35.218536
Clank,748,80.944593,112,35.21946
Poker,11086.8125,80.750139,112,34.884024
Blackjack,748,80.945636,112,35.219517
Roulette,748,80.942338,112,35.217533
Slots,748,80.942794,112,35.217922
Craps,748,80.945586,112,35.217494
Chess,748,80.945562,112,35.219876
Checkers,748,80.938865,112,35.220696
Punderdome,748,80.942878,112,35.218597
Dominion,748,80.943378,112,35.219753
Yahtzee,748,80.945237,112.25,35.217459
Sorry,748,80.942237,112.25,35.219685
Jenga,748,80.941771,112.25,35.218536
Monopoly,748,80.942623,112.25,35.217667
Risk,748,80.945002,112.25,35.217632
Pandemic,748,80.941878,112.25,35.218936
Talisman,748,80.940278,112.25,35.221105
Codenames,748,80.941771,112.25,35.218536
Clank,748,80.944593,112.25,35.21946
Blackjack,748,80.945636,112.25,35.219517
Roulette,748,80.942338,112.25,35.217533
Slots,748,80.942794,112.25,35.217922
Craps,748,80.945586,112.25,35.217494
Chess,748,80.945562,112.25,35.219876
Checkers,748,80.938865,112.25,35.220696
Punderdome,748,80.942878,112.25,35.218597
Dominion,748,80.943378,112.25,35.219753
Yahtzee,748,80.945237,112.5,35.217459
Sorry,748,80.942237,112.5,35.219685
Jenga,748,80.941771,112.5,35.218536
Monopoly,748,80.942623,112.5,35.217667
Risk,748,80.945002,112.5,35.217632
Pandemic,748,80.941878,112.5,35.218936
Talisman,748,80.940278,112.5,35.221105
Codenames,748,80.941771,112.5,35.218536
Clank,748,80.944593,112.5,35.21946
Blackjack,748,80.945636,112.5,35.219517
Roulette,748,80.942338,112.5,35.217533
Slots,748,80.942794,112.5,35.217922
Craps,748,80.945586,112.5,35.217494
Chess,748,80.945562,112.5,35.219876
Checkers,748,80.938865,112.5,35.220696
Punderdome,748,80.942878,112.5,35.218597
Dominion,748,80.943378,112.5,35.219753
Yahtzee,748,80.945237,113,35.217459
Sorry,748,80.942237,113,35.219685
Jenga,748,80.941771,113,35.218536
Monopoly,748,80.942623,113,35.217667
Risk,748,80.945002,113,35.217632
Pandemic,748,80.941878,113,35.218936
Talisman,748,80.940278,113,35.221105
Codenames,748,80.941771,113,35.218536
Clank,748,80.944593,113,35.21946
Blackjack,748,80.945636,113,35.219517
Roulette,748,80.942338,113,35.217533
Slots,748,80.942794,113,35.217922
Craps,748,80.945586,113,35.217494
Chess,748,80.945562,113,35.219876
Checkers,748,80.938865,113,35.220696
Go,13663.675781,80.978293,113,34.869103
Punderdome,748,80.942878,113,35.218597
Dominion,748,80.943378,113,35.219753
Yahtzee,748,80.945237,113.25,35.217459
Sorry,748,80.942237,113.25,35.219685
Jenga,748,80.941771,113.25,35.218536
Monopoly,748,80.942623,113.25,35.217667
Risk,748,80.945002,113.25,35.217632
Pandemic,748,80.941878,113.25,35.218936
Talisman,748,80.940278,113.25,35.221105
Codenames,748,80.941771,113.25,35.218536
Clank,748,80.944593,113.25,35.21946
Blackjack,748,80.945636,113.25,35.219517
